GMSC10.100AA.547_675_613	lcl|GMSC10.90AA.264_647_470	94.74	76	4	0	1	76	1	76	1.4e-39	149.8
GMSC10.100AA.549_558_809	lcl|GMSC10.90AA.264_675_334	97.62	42	1	0	1	42	1	42	3.2e-20	85.5
GMSC10.100AA.549_744_231	lcl|GMSC10.90AA.232_352_102	100.00	83	0	0	1	83	1	83	2.6e-46	172.2
GMSC10.100AA.550_485_728	lcl|GMSC10.90AA.282_501_819	96.30	81	3	0	10	90	1	81	9.1e-44	163.7
GMSC10.100AA.551_442_211	lcl|GMSC10.90AA.264_814_555	97.40	77	2	0	1	77	1	77	7.4e-41	154.1
GMSC10.100AA.554_708_984	lcl|GMSC10.90AA.280_096_132	94.74	38	2	0	1	38	1	38	5.1e-18	78.2
GMSC10.100AA.555_869_150	lcl|GMSC10.90AA.233_214_941	100.00	80	0	0	1	80	1	80	3.1e-44	165.2
GMSC10.100AA.556_787_064	lcl|GMSC10.90AA.233_352_480	97.67	43	1	0	1	43	1	43	1.4e-20	86.7
GMSC10.100AA.557_043_084	lcl|GMSC10.90AA.280_161_311	96.97	66	2	0	1	66	1	66	5.6e-33	127.9
GMSC10.100AA.557_939_766	lcl|GMSC10.90AA.233_536_329	100.00	56	0	0	1	56	1	56	1.2e-27	110.2
GMSC10.100AA.558_222_058	lcl|GMSC10.90AA.280_176_812	100.00	84	0	0	1	84	1	84	2.6e-46	172.2
GMSC10.100AA.558_258_276	lcl|GMSC10.90AA.233_579_875	90.14	71	7	0	1	71	1	71	7.1e-33	127.5
GMSC10.100AA.558_358_976	lcl|GMSC10.90AA.287_814_945	87.01	77	10	0	1	77	1	77	1.5e-41	156.4
GMSC10.100AA.559_227_890	lcl|GMSC10.90AA.233_714_569	100.00	99	0	0	1	99	1	99	6.8e-55	200.7
GMSC10.100AA.560_411_028	lcl|GMSC10.90AA.286_692_243	100.00	99	0	0	1	99	1	99	1.7e-50	186.0
GMSC10.100AA.561_098_144	lcl|GMSC10.90AA.287_040_666	98.78	82	1	0	1	82	1	82	3.3e-46	171.8
GMSC10.100AA.562_649_519	lcl|GMSC10.90AA.234_196_219	100.00	50	0	0	1	50	1	50	2e-27	109.4
GMSC10.100AA.565_800_864	lcl|GMSC10.90AA.234_636_836	100.00	81	0	0	1	81	1	81	6e-43	161.0
GMSC10.100AA.566_090_881	lcl|GMSC10.90AA.276_017_433	96.15	52	2	0	1	52	3	54	5.4e-28	111.3
GMSC10.100AA.567_405_041	lcl|GMSC10.90AA.265_560_266	93.33	45	3	0	1	45	1	45	7e-20	84.3
GMSC10.100AA.568_385_120	lcl|GMSC10.90AA.276_290_484	92.54	67	5	0	1	67	1	67	1.1e-33	130.2
GMSC10.100AA.568_686_719	lcl|GMSC10.90AA.265_619_288	100.00	92	0	0	1	92	1	92	3.4e-51	188.3
GMSC10.100AA.568_985_004	lcl|GMSC10.90AA.285_754_159	93.41	91	6	0	7	97	1	91	2.2e-45	169.1
GMSC10.100AA.569_459_456	lcl|GMSC10.90AA.286_699_688	89.58	48	5	0	1	48	1	48	1.6e-24	99.8
GMSC10.100AA.569_761_977	lcl|GMSC10.90AA.265_668_213	97.30	74	2	0	1	74	1	74	5.2e-39	147.9
GMSC10.100AA.569_800_141	lcl|GMSC10.90AA.235_199_450	100.00	77	0	0	1	77	1	77	2.5e-41	155.6
GMSC10.100AA.569_965_844	lcl|GMSC10.90AA.235_221_915	100.00	54	0	0	1	54	1	54	2.2e-29	115.9
GMSC10.100AA.570_092_290	lcl|GMSC10.90AA.241_846_076	100.00	47	0	0	7	53	2	48	2.6e-22	92.4
GMSC10.100AA.570_174_911	lcl|GMSC10.90AA.275_200_678	100.00	88	0	0	7	94	10	97	1.7e-45	169.5
GMSC10.100AA.570_175_717	lcl|GMSC10.90AA.280_905_447	94.38	89	5	0	3	91	2	90	4.8e-48	177.9
GMSC10.100AA.570_302_332	lcl|GMSC10.90AA.287_349_140	100.00	85	0	0	1	85	1	85	3e-47	175.3
GMSC10.100AA.570_302_332	lcl|GMSC10.90AA.287_315_750	31.71	82	52	2	5	85	19	97	1.5e-06	40.0
GMSC10.100AA.571_840_818	lcl|GMSC10.90AA.265_756_888	93.88	98	6	0	1	98	1	98	1.4e-49	183.0
GMSC10.100AA.571_897_729	lcl|GMSC10.90AA.264_667_088	100.00	76	0	0	9	84	1	76	2e-41	156.0
GMSC10.100AA.572_962_843	lcl|GMSC10.90AA.235_631_639	100.00	69	0	0	1	69	1	69	1.1e-36	140.2
GMSC10.100AA.573_783_221	lcl|GMSC10.90AA.235_752_900	100.00	30	0	0	1	30	1	30	1.7e-13	63.2
GMSC10.100AA.573_981_094	lcl|GMSC10.90AA.278_893_907	95.89	73	3	0	1	73	8	80	3.1e-36	138.7
GMSC10.100AA.577_884_789	lcl|GMSC10.90AA.236_364_322	97.96	98	2	0	1	98	1	98	5.1e-55	201.1
GMSC10.100AA.580_039_580	lcl|GMSC10.90AA.266_151_869	100.00	57	0	0	1	57	1	57	1.1e-28	113.6
GMSC10.100AA.580_341_369	lcl|GMSC10.90AA.236_721_789	100.00	90	0	0	1	90	1	90	1.9e-49	182.6
GMSC10.100AA.581_369_734	lcl|GMSC10.90AA.276_217_852	98.25	57	1	0	5	61	1	57	1.6e-27	109.8
GMSC10.100AA.581_661_107	lcl|GMSC10.90AA.282_301_849	96.97	66	2	0	1	66	3	68	4.6e-35	134.8
GMSC10.100AA.581_988_561	lcl|GMSC10.90AA.266_247_156	100.00	65	0	0	1	65	1	65	1.5e-35	136.3
GMSC10.100AA.582_641_510	lcl|GMSC10.90AA.285_087_286	100.00	81	0	0	1	81	1	81	3.5e-43	161.8
GMSC10.100AA.583_127_100	lcl|GMSC10.90AA.266_300_723	96.92	65	2	0	1	65	1	65	2.4e-33	129.0
GMSC10.100AA.583_234_891	lcl|GMSC10.90AA.237_145_796	100.00	85	0	0	1	85	1	85	4.7e-48	177.9
GMSC10.100AA.583_710_393	lcl|GMSC10.90AA.237_218_652	97.53	81	2	0	1	81	1	81	2e-46	172.6
GMSC10.100AA.584_468_145	lcl|GMSC10.90AA.282_799_461	98.91	92	1	0	1	92	1	92	7e-52	190.7
GMSC10.100AA.584_998_971	lcl|GMSC10.90AA.237_417_040	100.00	60	0	0	1	60	1	60	1.8e-31	122.9
GMSC10.100AA.585_048_850	lcl|GMSC10.90AA.237_424_102	95.95	74	3	0	1	74	1	74	3.6e-40	151.8
GMSC10.100AA.585_812_830	lcl|GMSC10.90AA.266_432_115	98.53	68	1	0	1	68	1	68	1.6e-35	136.3
GMSC10.100AA.586_007_898	lcl|GMSC10.90AA.276_125_968	95.40	87	4	0	1	87	1	87	2e-43	162.5
GMSC10.100AA.586_295_312	lcl|GMSC10.90AA.276_132_451	93.98	83	5	0	1	83	1	83	5.4e-44	164.5
GMSC10.100AA.586_806_130	lcl|GMSC10.90AA.237_685_701	98.72	78	1	0	1	78	1	78	8e-40	150.6
GMSC10.100AA.587_228_995	lcl|GMSC10.90AA.237_755_458	100.00	55	0	0	1	55	1	55	2.2e-29	115.9
GMSC10.100AA.587_272_432	lcl|GMSC10.90AA.237_762_172	98.04	51	1	0	1	51	1	51	1.1e-25	103.6
GMSC10.100AA.588_086_989	lcl|GMSC10.90AA.237_885_884	96.92	65	2	0	1	65	1	65	2.9e-34	132.1
GMSC10.100AA.588_370_986	lcl|GMSC10.90AA.237_927_276	100.00	68	0	0	1	68	1	68	4.6e-35	134.8
GMSC10.100AA.589_006_299	lcl|GMSC10.90AA.287_315_750	94.57	92	5	0	1	92	8	99	6e-48	177.6
GMSC10.100AA.589_006_299	lcl|GMSC10.90AA.287_349_140	31.71	82	52	2	12	90	5	85	4.4e-06	38.5
GMSC10.100AA.590_843_244	lcl|GMSC10.90AA.285_964_476	97.40	77	2	0	1	77	7	83	3.9e-42	158.3
GMSC10.100AA.591_507_039	lcl|GMSC10.90AA.280_178_073	97.10	69	2	0	1	69	3	71	9e-36	137.1
GMSC10.100AA.592_136_796	lcl|GMSC10.90AA.280_556_244	98.68	76	1	0	1	76	1	76	2.3e-39	149.1
GMSC10.100AA.593_381_408	lcl|GMSC10.90AA.276_290_672	100.00	80	0	0	1	80	1	80	9.7e-46	170.2
GMSC10.100AA.594_698_338	lcl|GMSC10.90AA.238_856_751	100.00	58	0	0	1	58	1	58	1.3e-29	116.7
GMSC10.100AA.594_816_633	lcl|GMSC10.90AA.286_481_295	100.00	76	0	0	1	76	1	76	1.9e-41	156.0
GMSC10.100AA.594_822_014	lcl|GMSC10.90AA.238_874_982	100.00	98	0	0	1	98	1	98	3.5e-56	204.9
GMSC10.100AA.595_537_170	lcl|GMSC10.90AA.280_593_515	94.74	57	3	0	1	57	1	57	2.1e-27	109.4
GMSC10.100AA.595_560_648	lcl|GMSC10.90AA.275_144_036	90.41	73	7	0	1	73	1	73	1.3e-34	133.3
GMSC10.100AA.596_607_748	lcl|GMSC10.90AA.266_957_548	100.00	38	0	0	1	38	1	38	9.7e-17	73.9
GMSC10.100AA.597_427_641	lcl|GMSC10.90AA.239_251_542	100.00	67	0	0	1	67	1	67	4.8e-37	141.4
GMSC10.100AA.597_588_538	lcl|GMSC10.90AA.239_276_118	100.00	73	0	0	1	73	1	73	1.7e-42	159.5
GMSC10.100AA.598_017_741	lcl|GMSC10.90AA.239_336_792	98.81	84	1	0	1	84	1	84	1.4e-44	166.4
GMSC10.100AA.598_396_534	lcl|GMSC10.90AA.267_042_813	100.00	52	0	0	1	52	1	52	5.6e-25	101.3
GMSC10.100AA.599_279_225	lcl|GMSC10.90AA.239_515_887	100.00	66	0	0	1	66	1	66	4.6e-35	134.8
GMSC10.100AA.599_309_143	lcl|GMSC10.90AA.286_726_560	100.00	96	0	0	1	96	1	96	2e-54	199.1
