smORF_0	low quality
smORF_1	high quality
smORF_2	high quality
smORF_3	low quality
smORF_4	high quality
smORF_5	high quality
smORF_6	low quality
smORF_7	high quality
smORF_8	high quality
smORF_9	high quality
smORF_10	low quality
smORF_11	high quality
smORF_12	low quality
smORF_13	high quality
smORF_14	high quality
smORF_15	low quality
smORF_16	low quality
smORF_17	high quality
smORF_18	low quality
smORF_19	high quality
smORF_20	low quality
smORF_21	low quality
smORF_22	low quality
smORF_23	low quality
smORF_24	high quality
smORF_25	high quality
smORF_26	low quality
smORF_27	low quality
smORF_28	high quality
smORF_29	high quality
smORF_30	high quality
smORF_31	high quality
smORF_32	low quality
smORF_33	high quality
smORF_34	low quality
smORF_35	high quality
smORF_36	low quality
smORF_37	low quality
smORF_39	low quality
smORF_40	high quality
smORF_41	high quality
smORF_42	low quality
smORF_43	high quality
smORF_44	high quality
smORF_45	low quality
smORF_46	low quality
smORF_47	high quality
smORF_48	high quality
smORF_49	low quality
smORF_51	low quality
smORF_52	high quality
smORF_53	low quality
smORF_55	low quality
smORF_56	low quality
smORF_58	high quality
smORF_59	high quality
smORF_60	low quality
smORF_61	low quality
smORF_62	high quality
smORF_63	high quality
smORF_64	low quality
smORF_65	low quality
smORF_66	low quality
smORF_67	high quality
smORF_68	low quality
smORF_69	low quality
smORF_70	low quality
smORF_71	high quality
smORF_72	low quality
smORF_73	low quality
smORF_74	low quality
smORF_75	low quality
smORF_76	high quality
smORF_77	low quality
smORF_78	low quality
smORF_79	low quality
smORF_80	low quality
smORF_81	low quality
smORF_82	low quality
smORF_83	high quality
smORF_84	low quality
smORF_85	low quality
smORF_86	high quality
smORF_87	low quality
smORF_88	high quality
smORF_89	high quality
smORF_90	high quality
smORF_91	low quality
smORF_92	high quality
smORF_93	low quality
smORF_94	high quality
smORF_95	high quality
smORF_96	high quality
smORF_98	low quality
smORF_99	low quality
smORF_100	low quality
smORF_101	low quality
smORF_102	low quality
smORF_103	low quality
smORF_105	high quality
smORF_106	high quality
smORF_107	low quality
smORF_108	high quality
smORF_109	high quality
smORF_110	high quality
smORF_111	high quality
smORF_112	high quality
smORF_113	low quality
smORF_114	low quality
smORF_115	low quality
smORF_116	low quality
smORF_117	high quality
smORF_118	low quality
smORF_119	low quality
smORF_120	high quality
smORF_121	high quality
smORF_122	low quality
smORF_123	low quality
smORF_124	low quality
smORF_125	high quality
smORF_126	low quality
smORF_127	low quality
smORF_128	low quality
smORF_129	low quality
smORF_130	low quality
smORF_131	low quality
smORF_132	high quality
smORF_133	high quality
smORF_134	low quality
smORF_135	low quality
smORF_136	low quality
smORF_137	low quality
smORF_138	high quality
smORF_139	low quality
smORF_140	high quality
smORF_141	high quality
smORF_142	low quality
smORF_143	low quality
smORF_144	low quality
smORF_145	low quality
smORF_146	low quality
smORF_147	low quality
smORF_148	low quality
smORF_149	high quality
smORF_150	high quality
smORF_151	low quality
smORF_152	low quality
smORF_153	low quality
smORF_154	high quality
smORF_155	low quality
smORF_156	low quality
smORF_157	low quality
smORF_158	high quality
smORF_159	low quality
smORF_160	high quality
smORF_161	high quality
smORF_162	high quality
smORF_163	low quality
smORF_164	high quality
smORF_165	high quality
smORF_166	low quality
smORF_168	high quality
smORF_169	low quality
smORF_170	high quality
smORF_171	high quality
smORF_173	high quality
smORF_174	high quality
smORF_175	high quality
smORF_176	high quality
smORF_177	low quality
smORF_178	low quality
smORF_179	low quality
smORF_180	high quality
smORF_181	low quality
smORF_182	high quality
smORF_183	low quality
smORF_184	high quality
smORF_185	low quality
smORF_186	high quality
smORF_187	low quality
smORF_188	low quality
smORF_189	low quality
smORF_190	low quality
smORF_191	high quality
smORF_192	high quality
smORF_193	low quality
smORF_194	high quality
smORF_195	high quality
smORF_196	high quality
smORF_197	low quality
smORF_198	high quality
smORF_199	high quality
smORF_200	high quality
smORF_201	high quality
smORF_202	high quality
smORF_203	high quality
smORF_204	high quality
smORF_206	low quality
smORF_208	low quality
smORF_209	high quality
smORF_210	low quality
smORF_211	low quality
smORF_212	low quality
smORF_213	low quality
smORF_214	high quality
smORF_215	low quality
smORF_216	low quality
smORF_217	high quality
smORF_218	low quality
smORF_219	high quality
smORF_220	high quality
smORF_221	high quality
smORF_222	high quality
smORF_223	low quality
smORF_224	low quality
smORF_225	low quality
